
0,2

6,10

12,8

18,8

24,8

30,8

36,8

42,8

48,8

54,8

60,8

66,8

72,8

78,8

84,8

90,8

96,8

102,8

108,8

114,8

120,8

126,8

132,8

138,8

144,8

150,8

156,8

162,8

168,8

174,8

180,8

186,8

192,8

198,8

204,8

210,8

216,8

222,8

228,8

234,8

240,8

246,8

252,8

258,8

264,8

270,8

276,8

282,8

288,8

294,8

300,8

306,8

312,8

318,8

324,8

330,8

336,8

342,8

348,8

354,8

360,8

366,8

372,8

378,8

384,8

390,8

396,8

402,8

408,8

414,8

420,8

426,8

432,8

438,8

444,8

450,8

456,8

462,8

468,8

474,8

480,8

486,8

492,8

498,8

504,8

510,8

516,8

522,8

528,8

534,8

540,8

546,8

552,8

558,8

564,8

570,8

576,8

582,8

588,8

594,8

600,8

606,8

612,8

618,8

624,8

630,8

636,8

642,8

648,8

654,8

660,8

666,8

672,8

678,8

684,8

690,8

696,8

702,8

708,8

714,8

720,8

726,8

732,8

738,8

744,8

750,8

756,8

762,8

768,8

774,8

780,8

786,8

792,8

798,8

804,8

810,8

816,8

822,8

828,8

834,8

840,8

846,8

852,8

858,8

864,8

870,8

876,8

882,8

888,8

894,8

900,8

906,8

912,8

918,8

924,8

930,8

936,8

942,8

948,8

954,8

960,8

966,8

972,8

978,8

984,8

990,8

996,8

1002,8

1008,8

1014,8

1020,8

1026,8

1032,8

1038,8

1044,8

1050,8

1056,8

1062,8

1068,8

1074,8

1080,8

1086,8

1092,8

1098,8

1104,8

1110,8

1116,8

1122,8

1128,8

1134,8

1140,8

1146,8

1152,8

1158,8

1164,8

1170,8

1176,8

1182,8

1188,8

1194,8

1200,8

1206,8

1212,8

1218,8

1224,8

1230,8

1236,8

1242,8

1248,8

1254,8

1260,8

1266,8

1272,8

1278,8

1284,8

1290,8

1296,8

1302,8

1308,8

1314,8

1320,8

1326,8

1332,8

1338,8

1344,8

1350,8

1356,8

1362,8

1368,8

1374,8

1380,8

1386,8

1392,8

1398,8

1404,8

1410,8

1416,8

1422,8

1428,8

1434,8

1440,8

1446,8

1452,8

1458,8

1464,8

1470,8

1476,8

1482,8

1488,8

1494,8

1500,8

1506,8

1512,8

1518,8

1524,8

1530,8

1536,8

1542,8

1548,8

1554,8

1560,8

1566,8

1572,8

1578,8

1584,8

1590,8

1596,8

1602,8

1608,8

1614,8

1620,8

1626,8

1632,8

1638,8

1644,8

1650,8

1656,8

1662,8

1668,8

1674,8

1680,8

1686,8

1692,8

1698,8

1704,8

1710,8

1716,8

1722,8

1728,8

1734,8

1740,8

1746,8

1752,8

1758,8

1764,8

1770,8

1776,8

1782,8

1788,8

1794,8

1800,8

1806,8

1812,8

1818,8

1824,8

1830,8

1836,8

1842,8

1848,8

1854,8

1860,8

1866,8

1872,8

1878,8

1884,8

1890,8

1896,8

1902,8

1908,8

1914,8

1920,8

1926,8

1932,8

1938,8

1944,8

1950,8

1956,8

1962,8

1968,8

1974,8

1980,8

1986,8

1992,8

1998,8

2004,8

2010,8

2016,8

2022,8

2028,8

2034,8

2040,8

2046,8

2052,8

2058,8

2064,8

2070,8

2076,8

2082,8

2088,8

2094,8

2100,8

2106,8

2112,8

2118,8

2124,8

2130,8

2136,8

2142,8

2148,8

2154,8

2160,8

